page,line_id,caption_index,text_raw,text_norm,x,y,w,h,x_center,site,number,side,part,variant,normalized_code
711,4,0,L-22A L-23 B,L-22A L-23 B,441,900,1779,50,885,L,22,A,,,L-22 A
711,4,1,L-22A L-23 B,L-22A L-23 B,441,900,1779,50,1775,L,23,B,,,L-23 B
711,8,0,L-22 4,L-22 4,433,1688,109,45,478,L,22,,,,L-22
711,11,0,L-24A La a |,L-24A La a |,421,2212,1910,115,898,L,24,A,,,L-24 A
711,12,0,L-26A,L-26A,1958,2466,114,32,2015,L,26,A,,,L-26 A
711,13,0,"L-24 a f Ps BU , . . , K|","L-24 a f Ps BU , . . , K|",421,2843,1863,175,681,L,24,a,,,L-24 a
711,14,0,L-25 4 . = e< «°,L-25 4 . = e< «°,1187,3098,1068,92,1353,L,25,,,,L-25
711,15,0,L-26 a,L-26 a,1950,3240,108,43,2004,L,26,a,,,L-26 a
712,3,0,ate L-27 A bis 14 bse! iP yt SP i,ate L-27 A bis 14 bse! iP yt SP i,359,798,1878,84,871,L,27,A,,bis,L-27 A bis
712,4,0,L-28A,L-28A,1894,946,111,29,1949,L,28,A,,,L-28 A
712,7,0,L-27 a can Ao - 4,L-27 a can Ao - 4,742,1574,1523,81,1055,L,27,a,,,L-27 a
712,7,1,L-27 a can Ao - 4,L-27 a can Ao - 4,742,1574,1523,81,2041,O,4,,,,O-4
712,8,0,L-28 a,L-28 a,1906,1709,104,43,1958,L,28,a,,,L-28 a
712,11,0,L-29A L-29B L-29 D L-30 A,L-29A L-29B L-29 D L-30 A,430,2457,1616,39,623,L,29,A,,,L-29 A
712,11,1,L-29A L-29B L-29 D L-30 A,L-29A L-29B L-29 D L-30 A,430,2457,1616,39,1011,L,29,B,,,L-29 B
712,11,2,L-29A L-29B L-29 D L-30 A,L-29A L-29B L-29 D L-30 A,430,2457,1616,39,1431,L,29,D,,,L-29 D
712,11,3,L-29A L-29B L-29 D L-30 A,L-29A L-29B L-29 D L-30 A,430,2457,1616,39,1852,L,30,A,,,L-30 A
712,13,0,|e aes A | EE L-30 a,|e aes A | EE L-30 a,99,2898,1943,120,1750,L,30,a,,,L-30 a
712,14,0,| L-29 a,| L-29 a,99,3188,429,90,367,L,29,a,,,L-29 a
713,7,0,L-3IA L-32 A L-33 A L34A,L-3IA L-32 A L-33 A L34A,339,665,1886,40,496,L,3,I,,,L-3 I
713,7,1,L-3IA L-32 A L-33 A L34A,L-3IA L-32 A L-33 A L34A,339,665,1886,40,1085,L,32,A,,,L-32 A
713,7,2,L-3IA L-32 A L-33 A L34A,L-3IA L-32 A L-33 A L34A,339,665,1886,40,1635,L,33,A,,,L-33 A
713,10,0,L-31 a L-32 a L-33 a L-34 a,L-31 a L-32 a L-33 a L-34 a,336,1177,1892,45,581,L,31,a,,,L-31 a
713,10,1,L-31 a L-32 a L-33 a L-34 a,L-31 a L-32 a L-33 a L-34 a,336,1177,1892,45,1071,L,32,a,,,L-32 a
713,10,2,L-31 a L-32 a L-33 a L-34 a,L-31 a L-32 a L-33 a L-34 a,336,1177,1892,45,1562,L,33,a,,,L-33 a
713,10,3,L-31 a L-32 a L-33 a L-34 a,L-31 a L-32 a L-33 a L-34 a,336,1177,1892,45,2017,L,34,a,,,L-34 a
713,15,0,. L-35 a ‘ee b? Fee Lig AA a) oat,. L-35 a ‘ee b? Fee Lig AA a) oat,336,1800,1947,93,660,L,35,a,,,L-35 a
713,16,0,L-35 A ———— .,L-35 A ---- .,359,1879,1924,28,877,L,35,A,,,L-35 A
713,17,0,L-36A L-36 a,L-36A L-36 a,1442,1925,648,39,1604,L,36,A,,,L-36 A
713,17,1,L-36A L-36 a,L-36A L-36 a,1442,1925,648,39,1928,L,36,a,,,L-36 a
713,25,0,L-37 A L-37 a L338 A L-38 a,L-37 A L-37 a L338 A L-38 a,375,2536,1735,51,599,L,37,A,,,L-37 A
713,25,1,L-37 A L-37 a L338 A L-38 a,L-37 A L-37 a L338 A L-38 a,375,2536,1735,51,1049,L,37,a,,,L-37 a
713,25,2,L-37 A L-37 a L338 A L-38 a,L-37 A L-37 a L338 A L-38 a,375,2536,1735,51,1917,L,38,a,,,L-38 a
713,32,0,L-39 A L-39 a L-40 A 1 ti) -,L-39 A L-39 a L-40 A 1 ti) -,329,3195,1779,72,551,L,39,A,,,L-39 A
713,32,1,L-39 A L-39 a L-40 A 1 ti) -,L-39 A L-39 a L-40 A 1 ti) -,329,3195,1779,72,996,L,39,a,,,L-39 a
713,32,2,L-39 A L-39 a L-40 A 1 ti) -,L-39 A L-39 a L-40 A 1 ti) -,329,3195,1779,72,1440,L,40,A,,,L-40 A
714,5,0,L4LA L-41 B L41D Ltla,L4LA L-41 B L41D Ltla,360,795,1671,40,1036,L,41,B,,,L-41 B
714,7,0,L-42ZA L-42a L43 A L434,L-42ZA L-42a L43 A L434,282,1489,1833,41,481,L,42,Z,,,L-42 Z
714,7,1,L-42ZA L-42a L43 A L434,L-42ZA L-42a L43 A L434,282,1489,1833,41,1078,L,42,a,,,L-42 a
714,13,0,L4A4 A L-44 a L-44 C-B L-44 E,L4A4 A L-44 a L-44 C-B L-44 E,323,2504,1775,48,965,L,44,a,,,L-44 a
714,13,1,L4A4 A L-44 a L-44 C-B L-44 E,L4A4 A L-44 a L-44 C-B L-44 E,323,2504,1775,48,1363,L,44,C,,,L-44 C
714,13,2,L4A4 A L-44 a L-44 C-B L-44 E,L4A4 A L-44 a L-44 C-B L-44 E,323,2504,1775,48,1914,L,44,E,,,L-44 E
715,3,0,L4S5SA L-45 A bis,L4S5SA L-45 A bis,489,1030,1163,46,1309,L,45,A,,bis,L-45 A bis
715,5,0,L-45 a,L-45 a,994,1892,102,41,1045,L,45,a,,,L-45 a
715,9,0,L-46.A L-46 a wh,L-46.A L-46 a wh,445,2512,1473,143,629,L,46,,,,L-46
715,9,1,L-46.A L-46 a wh,L-46.A L-46 a wh,445,2512,1473,143,1411,L,46,a,,,L-46 a
716,10,0,L-48 A L8 a,L-48 A L8 a,664,941,1051,53,998,L,48,A,,,L-48 A
716,15,0,L49A L-49 a,L49A L-49 a,533,1900,1305,59,1482,L,49,a,,,L-49 a
716,20,0,L-SOA L-50 a,L-SOA L-50 a,232,2417,717,43,769,L,50,a,,,L-50 a
716,25,0,| L-SIA L-51 B L-S1D L-Sl a,| L-SIA L-51 B L-S1D L-Sl a,105,3215,1951,69,935,L,51,B,,,L-51 B
717,12,0,L-S2 A L-52 E L-S2a,L-S2 A L-52 E L-S2a,499,1009,1468,39,1310,L,52,E,,,L-52 E
717,22,0,L-53 A L-53 B L-53 a,L-53 A L-53 B L-53 a,459,1911,1527,47,726,L,53,A,,,L-53 A
717,22,1,L-53 A L-53 B L-53 a,L-53 A L-53 B L-53 a,459,1911,1527,47,1260,L,53,B,,,L-53 B
717,22,2,L-53 A L-53 B L-53 a,L-53 A L-53 B L-53 a,459,1911,1527,47,1756,L,53,a,,,L-53 a
717,27,0,"oe et che eS me m4. 8, ps -5 4 + jag :","oe et che eS me m4. 8, ps -5 4 + jag :",187,2414,1985,90,1571,S,5,,,,S-5
717,28,0,L-4A L-54 A bis L-54 a,L-4A L-54 A bis L-54 a,380,2602,1672,52,570,L,4,A,,,L-4 A
717,28,1,L-4A L-54 A bis L-54 a,L-4A L-54 A bis L-54 a,380,2602,1672,52,1140,L,54,A,,bis,L-54 A bis
717,28,2,L-4A L-54 A bis L-54 a,L-4A L-54 A bis L-54 a,380,2602,1672,52,1824,L,54,a,,,L-54 a
717,31,0,"rs > , ft é ‘x, . L-55 B + ae it %,","rs > , ft é ‘x, . L-55 B + ae it %,",480,3060,1486,75,1392,L,55,B,,,L-55 B
717,33,0,| lochs L-55 a |,| lochs L-55 a |,123,3204,2185,50,1693,L,55,a,,,L-55 a
718,4,0,: - é o* Ba ‘ ? 7 L-56 €,: - é o* Ba ‘ ? 7 L-56 €,137,417,1519,73,1434,L,56,,,,L-56
718,9,0,L-36.A L-56 a L-56 B L-56 D,L-36.A L-56 a L-56 B L-56 D,325,770,1716,38,452,L,36,,,,L-36
718,9,1,L-36.A L-56 a L-56 B L-56 D,L-36.A L-56 a L-56 B L-56 D,325,770,1716,38,992,L,56,a,,,L-56 a
718,9,2,L-36.A L-56 a L-56 B L-56 D,L-36.A L-56 a L-56 B L-56 D,325,770,1716,38,1437,L,56,B,,,L-56 B
718,9,3,L-36.A L-56 a L-56 B L-56 D,L-36.A L-56 a L-56 B L-56 D,325,770,1716,38,1850,L,56,D,,,L-56 D
718,14,0,te Saba he L-S7 B L-57D,te Saba he L-S7 B L-57D,189,1265,979,65,1061,L,57,D,,,L-57 D
718,15,0,L-S7TA L-5S8 A L-58 E,L-S7TA L-5S8 A L-58 E,301,1411,1878,37,1105,L,5,S,,,L-5 S
718,15,1,L-S7TA L-5S8 A L-58 E,L-S7TA L-5S8 A L-58 E,301,1411,1878,37,1910,L,58,E,,,L-58 E
718,21,0,L-57 a L-38 a,L-57 a L-38 a,300,1979,1354,45,664,L,57,a,,,L-57 a
718,21,1,L-57 a L-38 a,L-57 a L-38 a,300,1979,1354,45,1341,L,38,a,,,L-38 a
718,27,0,wy 1% Ts L-59 B i,wy 1% Ts L-59 B i,142,2376,2100,77,1686,L,59,B,,,L-59 B
718,28,0,L-50 A L-59 E cb Nia are,L-50 A L-59 E cb Nia are,282,2558,1285,56,469,L,50,A,,,L-50 A
718,28,1,L-50 A L-59 E cb Nia are,L-50 A L-59 E cb Nia are,282,2558,1285,56,844,L,59,E,,,L-59 E
718,29,0,i : L-60 A L-60 A bis,i : L-60 A L-60 A bis,295,2605,1781,36,931,L,60,A,,,L-60 A
718,29,1,i : L-60 A L-60 A bis,i : L-60 A L-60 A bis,295,2605,1781,36,1651,L,60,A,,bis,L-60 A bis
718,35,0,L-59 a »,L-59 a »,285,3108,845,34,654,L,59,a,,,L-59 a
718,36,0,L-60 a,L-60 a,1310,3228,101,27,1360,L,60,a,,,L-60 a
719,8,0,L-61 A bis,L-61 A bis,1447,921,167,30,1530,L,61,A,,bis,L-61 A bis
719,9,0,L-61 A,L-61 A,463,951,112,29,519,L,61,A,,,L-61 A
719,13,0,Dae a) L-61 C,Dae a) L-61 C,216,1258,1415,61,1304,L,61,C,,,L-61 C
719,16,0,a L-61 F L-61 D,a L-61 F L-61 D,318,1725,1693,41,938,L,61,F,,,L-61 F
719,16,1,a L-61 F L-61 D,a L-61 F L-61 D,318,1725,1693,41,1672,L,61,D,,,L-61 D
719,17,0,L-6l B,L-6l B,1510,1766,106,29,1554,L,6,l,,,L-6 l
719,18,0,L-6l a,L-6l a,481,1816,100,27,522,L,6,l,,,L-6 l
719,21,0,L-61 E,L-61 E,1507,2048,103,28,1558,L,61,E,,,L-61 E
719,25,0,L-62 A L-62 A bis L-42 D L-42 B L-62 F,L-62 A L-62 A bis L-42 D L-42 B L-62 F,334,2669,1684,54,489,L,62,A,,,L-62 A
719,25,1,L-62 A L-62 A bis L-42 D L-42 B L-62 F,L-62 A L-62 A bis L-42 D L-42 B L-62 F,334,2669,1684,54,865,L,62,A,,bis,L-62 A bis
719,25,2,L-62 A L-62 A bis L-42 D L-42 B L-62 F,L-62 A L-62 A bis L-42 D L-42 B L-62 F,334,2669,1684,54,1286,L,42,D,,,L-42 D
719,25,3,L-62 A L-62 A bis L-42 D L-42 B L-62 F,L-62 A L-62 A bis L-42 D L-42 B L-62 F,334,2669,1684,54,1597,L,42,B,,,L-42 B
719,25,4,L-62 A L-62 A bis L-42 D L-42 B L-62 F,L-62 A L-62 A bis L-42 D L-42 B L-62 F,334,2669,1684,54,1885,L,62,F,,,L-62 F
720,5,0,"+, Sy oe L-64 A L-O4 a","+, Sy oe L-64 A L-O4 a",259,551,1881,73,1327,L,64,A,,,L-64 A
720,7,0,At j L-63 4,At j L-63 4,341,666,619,47,763,L,63,,,,L-63
720,8,0,L-63 A,L-63 A,257,968,119,64,316,L,63,A,,,L-63 A
720,13,0,| V | | th L-65 C,| V | | th L-65 C,81,1399,1956,132,1691,L,65,C,,,L-65 C
720,17,0,L-65 A,L-65 A,226,1994,112,31,282,L,65,A,,,L-65 A
720,18,0,ene L-65 E,ene L-65 E,898,2013,1221,66,1752,L,65,E,,,L-65 E
721,8,0,L-66 A L-66 A bis L-66 B,L-66 A L-66 A bis L-66 B,494,1055,1671,53,737,L,66,A,,,L-66 A
721,8,1,L-66 A L-66 A bis L-66 B,L-66 A L-66 A bis L-66 B,494,1055,1671,53,1329,L,66,A,,bis,L-66 A bis
721,8,2,L-66 A L-66 A bis L-66 B,L-66 A L-66 A bis L-66 B,494,1055,1671,53,1956,L,66,B,,,L-66 B
721,16,0,L-66 C L-66 D L-66 E L-66 F,L-66 C L-66 D L-66 E L-66 F,236,2121,1976,47,492,L,66,C,,,L-66 C
721,16,1,L-66 C L-66 D L-66 E L-66 F,L-66 C L-66 D L-66 E L-66 F,236,2121,1976,47,1004,L,66,D,,,L-66 D
721,16,2,L-66 C L-66 D L-66 E L-66 F,L-66 C L-66 D L-66 E L-66 F,236,2121,1976,47,1516,L,66,E,,,L-66 E
721,16,3,L-66 C L-66 D L-66 E L-66 F,L-66 C L-66 D L-66 E L-66 F,236,2121,1976,47,1992,L,66,F,,,L-66 F
721,26,0,L-fH6 a L-66 ¢ L-66 d L-66 © L-h6 {,L-fH6 a L-66 ¢ L-66 d L-66 © L-h6 {,482,3196,1714,56,996,L,66,,,,L-66
721,26,1,L-fH6 a L-66 ¢ L-66 d L-66 © L-h6 {,L-fH6 a L-66 ¢ L-66 d L-66 © L-h6 {,482,3196,1714,56,1387,L,66,d,,,L-66 d
721,26,2,L-fH6 a L-66 ¢ L-66 d L-66 © L-h6 {,L-fH6 a L-66 ¢ L-66 d L-66 © L-h6 {,482,3196,1714,56,1681,L,66,,,,L-66
722,13,0,L-67 A L-67 a,L-67 A L-67 a,561,1202,1268,46,902,L,67,A,,,L-67 A
722,13,1,L-67 A L-67 a,L-67 A L-67 a,561,1202,1268,46,1536,L,67,a,,,L-67 a
722,16,0,L-67 B,L-67 B,556,1843,109,29,610,L,67,B,,,L-67 B
722,23,0,. : ‘8 ho im. r 7 _ L-68 B £ we Pf .,. : ‘8 ho im. r 7 _ L-68 B £ we Pf .,194,2548,1853,124,1403,L,68,B,,,L-68 B
722,26,0,"""a L-68 E L-68 a","""a L-68 E L-68 a",283,2900,1699,62,973,L,68,E,,,L-68 E
722,26,1,"""a L-68 E L-68 a","""a L-68 E L-68 a",283,2900,1699,62,1663,L,68,a,,,L-68 a
722,27,0,| L-68 A,| L-68 A,108,2993,462,62,396,L,68,A,,,L-68 A
723,3,0,' e ee L-69 B (25%) i) t etasena? |,' e ee L-69 B (25%) i) t etasena? |,207,461,1573,113,678,L,69,B,,,L-69 B
723,5,0,: L-70A L-70,: L-70A L-70,547,658,1618,33,1221,L,70,A,,,L-70 A
723,5,1,: L-70A L-70,: L-70A L-70,547,658,1618,33,1895,L,70,,,,L-70
723,8,0,L-69 A (50%),L-69 A (50%),384,853,231,46,451,L,69,A,,,L-69 A
723,12,0,L-71 A (50%) L-72 A (50 %) L-73 A L-73 a L-73 B,L-71 A (50%) L-72 A (50 %) L-73 A L-73 a L-73 B,190,1320,2106,44,346,L,71,A,,,L-71 A
723,12,1,L-71 A (50%) L-72 A (50 %) L-73 A L-73 a L-73 B,L-71 A (50%) L-72 A (50 %) L-73 A L-73 a L-73 B,190,1320,2106,44,929,L,72,A,,,L-72 A
723,12,2,L-71 A (50%) L-72 A (50 %) L-73 A L-73 a L-73 B,L-71 A (50%) L-72 A (50 %) L-73 A L-73 a L-73 B,190,1320,2106,44,1556,L,73,A,,,L-73 A
723,12,3,L-71 A (50%) L-72 A (50 %) L-73 A L-73 a L-73 B,L-71 A (50%) L-72 A (50 %) L-73 A L-73 a L-73 B,190,1320,2106,44,1870,L,73,a,,,L-73 a
723,12,4,L-71 A (50%) L-72 A (50 %) L-73 A L-73 a L-73 B,L-71 A (50%) L-72 A (50 %) L-73 A L-73 a L-73 B,190,1320,2106,44,2161,L,73,B,,,L-73 B
723,13,0,AST Maps L-74D L-74B Y Ren 77: aad,AST Maps L-74D L-74B Y Ren 77: aad,198,1768,1591,81,759,L,74,D,,,L-74 D
723,13,1,AST Maps L-74D L-74B Y Ren 77: aad,AST Maps L-74D L-74B Y Ren 77: aad,198,1768,1591,81,1040,L,74,B,,,L-74 B
723,16,0,L-74A L-75A L-75a,L-74A L-75A L-75a,327,1966,1862,46,655,L,74,A,,,L-74 A
723,16,1,L-74A L-75A L-75a,L-74A L-75A L-75a,327,1966,1862,46,1312,L,75,A,,,L-75 A
723,16,2,L-74A L-75A L-75a,L-74A L-75A L-75a,327,1966,1862,46,1915,L,75,a,,,L-75 a
723,23,0,L-76A L-76 a L-77A L-77 a,L-76A L-76 a L-77A L-77 a,364,2680,1826,51,583,L,76,A,,,L-76 A
723,23,1,L-76A L-76 a L-77A L-77 a,L-76A L-76 a L-77A L-77 a,364,2680,1826,51,1057,L,76,a,,,L-76 a
723,23,2,L-76A L-76 a L-77A L-77 a,L-76A L-76 a L-77A L-77 a,364,2680,1826,51,1532,L,77,A,,,L-77 A
723,23,3,L-76A L-76 a L-77A L-77 a,L-76A L-76 a L-77A L-77 a,364,2680,1826,51,1970,L,77,a,,,L-77 a
724,6,0,L-78 A L-78 A bis,L-78 A L-78 A bis,551,841,1315,40,821,L,78,A,,,L-78 A
724,6,1,L-78 A L-78 A bis,L-78 A L-78 A bis,551,841,1315,40,1479,L,78,A,,bis,L-78 A bis
724,14,0,"‘oH , ‘ OO L-78 B L-78 D","‘oH , ‘ OO L-78 B L-78 D",163,1541,1994,34,1367,L,78,B,,,L-78 B
724,14,1,"‘oH , ‘ OO L-78 B L-78 D","‘oH , ‘ OO L-78 B L-78 D",163,1541,1994,34,1907,L,78,D,,,L-78 D
724,16,0,L-78 a,L-78 a,614,1705,102,29,665,L,78,a,,,L-78 a
724,24,0,L-79 A L-79 A bis L-79 C,L-79 A L-79 A bis L-79 C,419,2459,1653,36,660,L,79,A,,,L-79 A
724,24,1,L-79 A L-79 A bis L-79 C,L-79 A L-79 A bis L-79 C,419,2459,1653,36,1245,L,79,A,,bis,L-79 A bis
724,24,2,L-79 A L-79 A bis L-79 C,L-79 A L-79 A bis L-79 C,419,2459,1653,36,1865,L,79,C,,,L-79 C
724,26,0,a fe -\ } L-79 F L-79 B,a fe -\ } L-79 F L-79 B,258,2907,1826,42,1329,L,79,F,,,L-79 F
724,26,1,a fe -\ } L-79 F L-79 B,a fe -\ } L-79 F L-79 B,258,2907,1826,42,1845,L,79,B,,,L-79 B
724,29,0,L-79 a L-79 E,L-79 a L-79 E,454,3231,1618,35,889,L,79,a,,,L-79 a
724,29,1,L-79 a L-79 E,L-79 a L-79 E,454,3231,1618,35,1698,L,79,E,,,L-79 E
725,3,0,eS L-81A L-81 a L-8l E,eS L-81A L-81 a L-8l E,185,584,2088,57,754,L,81,A,,,L-81 A
725,3,1,eS L-81A L-81 a L-8l E,eS L-81A L-81 a L-8l E,185,584,2088,57,1371,L,81,a,,,L-81 a
725,3,2,eS L-81A L-81 a L-8l E,eS L-81A L-81 a L-8l E,185,584,2088,57,1940,L,8,l,,,L-8 l
725,4,0,L-80A L-80 B,L-80A L-80 B,239,656,400,39,339,L,80,A,,,L-80 A
725,4,1,L-80A L-80 B,L-80A L-80 B,239,656,400,39,539,L,80,B,,,L-80 B
725,5,0,"(5s L-80 E Pett, 24 AN é, aS) ie a 4","(5s L-80 E Pett, 24 AN é, aS) ie a 4",238,811,1683,150,588,L,80,E,,,L-80 E
725,7,0,L-80 a L-A2A L-82 a,L-80 a L-A2A L-82 a,236,1156,1530,31,517,L,80,a,,,L-80 a
725,7,1,L-80 a L-A2A L-82 a,L-80 a L-A2A L-82 a,236,1156,1530,31,1524,L,82,a,,,L-82 a
725,8,0,L-82 B,L-82 B,2147,1210,110,31,2202,L,82,B,,,L-82 B
725,10,0,N £N% 7 ” } . i _— a \ ie L-83.C,N £N% 7 ” } . i _- a \ ie L-83.C,385,1665,1803,113,1962,L,83,,,,L-83
725,11,0,L-83.A L-83 a,L-83.A L-83 a,480,1824,988,31,632,L,83,,,,L-83
725,11,1,L-83.A L-83 a,L-83.A L-83 a,480,1824,988,31,1240,L,83,a,,,L-83 a
725,13,0,"; AML, L-84.C e222) oe RA é% )","; AML, L-84.C e222) oe RA é% )",178,2221,2086,78,803,L,84,,,,L-84
725,15,0,L-84 A ra L-85 A se,L-84 A ra L-85 A se,349,2446,1807,88,681,L,84,A,,,L-84 A
725,15,1,L-84 A ra L-85 A se,L-84 A ra L-85 A se,349,2446,1807,88,1632,L,85,A,,,L-85 A
725,16,0,L-84 a L-85 a L-86 a,L-84 a L-85 a L-86 a,347,2919,1793,46,660,L,84,a,,,L-84 a
725,16,1,L-84 a L-85 a L-86 a,L-84 a L-85 a L-86 a,347,2919,1793,46,1288,L,85,a,,,L-85 a
725,16,2,L-84 a L-85 a L-86 a,L-84 a L-85 a L-86 a,347,2919,1793,46,1871,L,86,a,,,L-86 a
725,17,0,L-85 C L-86 C |,L-85 C L-86 C |,1370,3169,969,96,1596,L,85,C,,,L-85 C
725,17,1,L-85 C L-86 C |,L-85 C L-86 C |,1370,3169,969,96,2048,L,86,C,,,L-86 C
726,2,0,ek L-87 C L-88 A,ek L-87 C L-88 A,461,481,1589,55,1106,L,87,C,,,L-87 C
726,2,1,ek L-87 C L-88 A,ek L-87 C L-88 A,461,481,1589,55,1752,L,88,A,,,L-88 A
726,5,0,) e L-87 E | fit) } Hj A,) e L-87 E | fit) } Hj A,258,644,1981,152,877,L,87,E,,,L-87 E
726,6,0,UBT a L-88 a |,UBT a L-88 a |,479,761,1836,149,1724,L,88,a,,,L-88 a
726,9,0,L-89 A L-90 A L-SLA Lac |,L-89 A L-90 A L-SLA Lac |,383,1363,1932,75,653,L,89,A,,,L-89 A
726,9,1,L-89 A L-90 A L-SLA Lac |,L-89 A L-90 A L-SLA Lac |,383,1363,1932,75,1194,L,90,A,,,L-90 A
726,11,0,L-89 a L-O0 a L-91a,L-89 a L-O0 a L-91a,381,1723,1394,33,637,L,89,a,,,L-89 a
726,11,1,L-89 a L-O0 a L-91a,L-89 a L-O0 a L-91a,381,1723,1394,33,1591,L,91,a,,,L-91 a
726,13,0,L-92 A L-92 A bis L-93 A L-93 C L-94 A L.94 C,L-92 A L-92 A bis L-93 A L-93 C L-94 A L.94 C,340,2212,1945,31,491,L,92,A,,,L-92 A
726,13,1,L-92 A L-92 A bis L-93 A L-93 C L-94 A L.94 C,L-92 A L-92 A bis L-93 A L-93 C L-94 A L.94 C,340,2212,1945,31,858,L,92,A,,bis,L-92 A bis
726,13,2,L-92 A L-92 A bis L-93 A L-93 C L-94 A L.94 C,L-92 A L-92 A bis L-93 A L-93 C L-94 A L.94 C,340,2212,1945,31,1269,L,93,A,,,L-93 A
726,13,3,L-92 A L-92 A bis L-93 A L-93 C L-94 A L.94 C,L-92 A L-92 A bis L-93 A L-93 C L-94 A L.94 C,340,2212,1945,31,1571,L,93,C,,,L-93 C
726,13,4,L-92 A L-92 A bis L-93 A L-93 C L-94 A L.94 C,L-92 A L-92 A bis L-93 A L-93 C L-94 A L.94 C,340,2212,1945,31,1874,L,94,A,,,L-94 A
726,14,0,L-92 E Chee gsi zI§ L-93 E i LOE,L-92 E Chee gsi zI§ L-93 E i LOE,284,2347,1996,136,502,L,92,E,,,L-92 E
726,14,1,L-92 E Chee gsi zI§ L-93 E i LOE,L-92 E Chee gsi zI§ L-93 E i LOE,284,2347,1996,136,1749,L,93,E,,,L-93 E
726,15,0,LP L-93 a L-94 a,LP L-93 a L-94 a,868,2524,1144,69,1332,L,93,a,,,L-93 a
726,15,1,LP L-93 a L-94 a,LP L-93 a L-94 a,868,2524,1144,69,1797,L,94,a,,,L-94 a
727,7,0,L-OS A L-95 C,L-OS A L-95 C,645,1040,1144,32,1525,L,95,C,,,L-95 C
727,14,0,L-95 a,L-95 a,618,1883,106,44,671,L,95,a,,,L-95 a
727,17,0,1-96 A L-96 C,1-96 A L-96 C,544,2560,1034,67,1339,L,96,C,,,L-96 C
727,21,0,A a Pe oa L-96 B,A a Pe oa L-96 B,191,2973,1391,107,1321,L,96,B,,,L-96 B
728,4,0,L-STA L-97 C L-98 A L-98 B,L-STA L-97 C L-98 A L-98 B,371,632,1834,36,1041,L,97,C,,,L-97 C
728,4,1,L-STA L-97 C L-98 A L-98 B,L-STA L-97 C L-98 A L-98 B,371,632,1834,36,1534,L,98,A,,,L-98 A
728,4,2,L-STA L-97 C L-98 A L-98 B,L-STA L-97 C L-98 A L-98 B,371,632,1834,36,1993,L,98,B,,,L-98 B
728,6,0,io Be L-98 E,io Be L-98 E,161,890,2040,69,1691,L,98,E,,,L-98 E
728,7,0,| SR Sa L-97 B,| SR Sa L-97 B,160,944,903,87,869,L,97,B,,,L-97 B
728,8,0,‘a As L-98 a,‘a As L-98 a,180,1064,1453,63,1269,L,98,a,,,L-98 a
728,9,0,L-97 4,L-97 4,367,1165,103,28,409,L,97,,,,L-97
728,16,0,L-09 A L-99 a L-09 B |,L-09 A L-99 a L-09 B |,484,2019,1837,59,776,L,9,A,,,L-9 A
728,16,1,L-09 A L-99 a L-09 B |,L-09 A L-99 a L-09 B |,484,2019,1837,59,1360,L,99,a,,,L-99 a
728,16,2,L-09 A L-99 a L-09 B |,L-09 A L-99 a L-09 B |,484,2019,1837,59,1945,L,9,B,,,L-9 B
728,21,0,L-100. A L-100 a,L-100. A L-100 a,660,2788,1130,31,836,L,100,,,,L-100
728,21,1,L-100. A L-100 a,L-100. A L-100 a,660,2788,1130,31,1542,L,100,a,,,L-100 a
728,23,0,L-100 C L-l00 B,L-100 C L-l00 B,865,3208,716,28,1055,L,100,C,,,L-100 C
729,6,0,a a aN PAI ‘Ug =e L-101 C,a a aN PAI ‘Ug =e L-101 C,300,410,1545,41,1628,L,101,C,,,L-101 C
729,11,0,L-101 A L-101 B,L-101 A L-101 B,639,810,1203,29,959,L,101,A,,,L-101 A
729,11,1,L-101 A L-101 B,L-101 A L-101 B,639,810,1203,29,1561,L,101,B,,,L-101 B
729,23,0,ee ; e L-102 | L-102 B L-102 D,ee ; e L-102 | L-102 B L-102 D,196,1752,2030,66,872,L,102,,,,L-102
729,23,1,ee ; e L-102 | L-102 B L-102 D,ee ; e L-102 | L-102 B L-102 D,196,1752,2030,66,1481,L,102,B,,,L-102 B
729,23,2,ee ; e L-102 | L-102 B L-102 D,ee ; e L-102 | L-102 B L-102 D,196,1752,2030,66,1989,L,102,D,,,L-102 D
729,27,0,- (Foe ee ieee L-102 E,- (Foe ee ieee L-102 E,183,2025,1633,51,1556,L,102,E,,,L-102 E
729,28,0,L-102 a |,L-102 a |,545,2133,1783,75,1337,L,102,a,,,L-102 a
729,29,0,ae Se pe ’ L-103 € |,ae Se pe ’ L-103 € |,557,2466,1771,96,1796,L,103,,,,L-103
729,33,0,— L-103 B,- L-103 B,1540,2921,618,27,1917,L,103,B,,,L-103 B
729,34,0,L-103 A L-103 a |,L-103 A L-103 a |,428,2982,1900,42,875,L,103,A,,,L-103 A
729,34,1,L-103 A L-103 a |,L-103 A L-103 a |,428,2982,1900,42,1769,L,103,a,,,L-103 a
729,36,0,L-103 E,L-103 E,2040,3244,125,28,2102,L,103,E,,,L-103 E
730,4,0,ye 0% ONS ee ceel L-14 C,ye 0% ONS ee ceel L-14 C,315,536,1514,78,1639,L,14,C,,,L-14 C
730,5,0,Ae ee ew = < L-104 F L-104 B L-104 D,Ae ee ew = < L-104 F L-104 B L-104 D,258,838,1954,63,1180,L,104,F,,,L-104 F
